time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-06T06:13:40.099Z,34.1533,79.0917,10,4.6,mb,,82,7.036,0.69,us,us6000c5zr,2020-10-06T07:30:59.040Z,"139 km E of Leh, India",earthquake,4.7,1.9,0.078,51,reviewed,us,us
2020-10-06T05:54:50.520Z,54.8444,-159.8598,30.42,5.9,mww,,122,0.157,0.87,us,us6000c5zm,2020-10-08T06:03:43.615Z,"68 km SE of Sand Point, Alaska",earthquake,3.5,4.2,0.043,53,reviewed,us,us
2020-10-06T05:16:25.053Z,-32.2684,-71.8269,19.48,4.2,mwr,,133,0.756,0.52,us,us6000c5zh,2020-10-12T12:47:35.040Z,"59 km WNW of La Ligua, Chile",earthquake,2.6,3.9,0.041,56,reviewed,us,us
2020-10-06T05:06:39.573Z,-38.2514,-75.2831,10,4.9,mww,,134,2.241,0.74,us,us6000c5zf,2020-10-09T05:15:09.040Z,"160 km WSW of Lebu, Chile",earthquake,3.4,1.9,0.066,22,reviewed,us,us
2020-10-06T04:24:57.607Z,32.8645,-39.838,10,5.4,mww,,50,19.023,0.7,us,us6000c5ze,2020-10-06T22:36:13.040Z,"northern Mid-Atlantic Ridge",earthquake,9.7,1.8,0.05,38,reviewed,us,us
2020-10-06T04:19:07.125Z,50.7102,-173.1771,20.83,4.1,mb,,167,1.624,0.7,us,us6000c63a,2020-10-06T22:29:53.409Z,"179 km SSE of Atka, Alaska",earthquake,2.8,7.4,0.074,50,reviewed,us,us
2020-10-06T00:16:46.001Z,-3.0712,130.3657,10,4.7,mb,,36,1.886,0.88,us,us6000c5y6,2020-10-10T22:12:59.040Z,"163 km E of Amahai, Indonesia",earthquake,6.2,1.8,0.085,42,reviewed,us,us
2020-10-05T23:43:20.808Z,34.171,79.2064,10,5,mww,,21,7.017,0.62,us,us6000c5y3,2020-10-10T22:18:55.040Z,"149 km E of Leh, India",earthquake,6.9,1.7,0.086,13,reviewed,us,us
2020-10-05T21:54:24.189Z,-35.3324,53.7255,10,4.3,mb,,122,14.69,0.56,us,us6000c72m,2020-10-14T04:16:52.040Z,"Southwest Indian Ridge",earthquake,14.8,1.7,0.168,10,reviewed,us,us
2020-10-05T21:42:19.266Z,-24.0679,-179.8503,509.21,4.4,mb,,98,5.435,0.98,us,us6000c72l,2020-10-14T04:12:37.040Z,"south of the Fiji Islands",earthquake,8.8,6.3,0.108,25,reviewed,us,us
2020-10-05T20:15:03.634Z,-62.2049,-58.2817,10,4.2,mb,,75,0.181,0.81,us,us6000c72p,2020-10-12T18:08:40.040Z,"South Shetland Islands",earthquake,5.2,2,0.199,7,reviewed,us,us
2020-10-05T20:01:13.717Z,-16.8684,-172.0825,10,4.5,mb,,82,2.957,1.86,us,us6000c72j,2020-10-12T17:56:44.040Z,"209 km ESE of Hihifo, Tonga",earthquake,6.7,1.8,0.181,9,reviewed,us,us
2020-10-05T19:04:00.506Z,19.8719,145.3366,131.04,5.3,mww,,51,4.625,0.86,us,us6000c5t3,2020-10-14T19:14:11.050Z,"Maug Islands region, Northern Mariana Islands",earthquake,8.9,4.3,0.061,26,reviewed,us,us
2020-10-05T19:01:27.422Z,-62.2427,-58.249,10,5,mww,,48,0.193,1.28,us,us6000c5t4,2020-10-12T15:37:58.040Z,"South Shetland Islands",earthquake,4.6,1.8,0.098,10,reviewed,us,us
2020-10-05T18:59:13.720Z,14.7001,144.4662,10,4.3,mb,,85,1.171,0.88,us,us6000c72i,2020-10-12T17:44:31.040Z,"127 km WSW of San Jose Village, Northern Mariana Islands",earthquake,6.2,1.9,0.169,10,reviewed,us,us
2020-10-05T18:30:11.578Z,-62.1663,-58.2057,10,4.1,mb,,83,0.225,0.95,us,us6000c72s,2020-10-13T18:31:55.040Z,"South Shetland Islands",earthquake,4.6,2,0.234,5,reviewed,us,us
2020-10-05T18:21:07.224Z,-4.329,100.9942,12.4,4.4,mb,,105,1.956,0.97,us,us6000c72h,2020-10-12T17:34:12.040Z,"152 km WSW of Bengkulu, Indonesia",earthquake,8.5,4.7,0.144,14,reviewed,us,us
2020-10-05T18:16:36.672Z,-23.6517,-179.685,535.95,4.3,mb,,124,6.246,0.72,us,us6000c72g,2020-10-12T17:26:31.040Z,"south of the Fiji Islands",earthquake,12.8,12.2,0.109,24,reviewed,us,us
2020-10-05T17:52:47.315Z,-62.2178,-58.1874,10,4.2,mb,,55,0.223,0.79,us,us6000c72k,2020-10-12T18:02:51.040Z,"South Shetland Islands",earthquake,4,1.9,0.159,11,reviewed,us,us
2020-10-05T16:15:51.814Z,-18.6604,-178.046,528.49,4.2,mb,,95,3.818,0.33,us,us6000c72d,2020-10-13T20:56:30.040Z,"286 km ESE of Levuka, Fiji",earthquake,15.2,15.1,0.175,9,reviewed,us,us
2020-10-05T14:57:51.658Z,39.8812,23.3465,10,4.4,mb,,38,0.695,0.61,us,us6000c72a,2020-10-13T20:45:36.040Z,"19 km SSW of Kassándreia, Greece",earthquake,3.8,1.9,0.134,16,reviewed,us,us
2020-10-05T14:55:10.565Z,39.9709,24.3554,10,4.2,mb,,40,1.438,0.65,us,us6000c72b,2020-10-13T20:17:28.040Z,"33 km SSE of Karyes, Greece",earthquake,4.6,1.9,0.216,6,reviewed,us,us
2020-10-05T14:01:16.485Z,39.4952,141.9169,57.35,4.7,mb,,97,1.448,0.52,us,us6000c5pr,2020-10-13T19:42:15.040Z,"4 km NW of Yamada, Japan",earthquake,8.2,6.5,0.112,24,reviewed,us,us
2020-10-05T13:29:05.669Z,6.7188,127.705,10,4.4,mb,,126,8.333,0.36,us,us6000c729,2020-10-13T19:34:27.040Z,"139 km ESE of Manay, Philippines",earthquake,10.7,1.9,0.134,17,reviewed,us,us
2020-10-05T13:03:34.591Z,-15.6114,167.8046,121.01,5,mb,,55,0.602,0.66,us,us6000c5p7,2020-10-13T18:56:01.040Z,"66 km NE of Norsup, Vanuatu",earthquake,7,4.9,0.07,65,reviewed,us,us
2020-10-05T11:03:15.699Z,-21.8537,169.6045,10,4.7,mb,,97,1.51,0.93,us,us6000c5n9,2020-10-05T11:32:00.040Z,"southeast of the Loyalty Islands",earthquake,6.5,1.9,0.104,28,reviewed,us,us
2020-10-05T10:47:35.822Z,47.8385,-128.6302,10,4.4,mb,,173,2.736,1.06,us,us6000c5n5,2020-10-09T06:47:47.040Z,"248 km SW of Tofino, Canada",earthquake,10,2,0.156,15,reviewed,us,us
2020-10-05T10:38:58.482Z,-8.3101,-74.3924,158.54,4.4,mb,,108,1.767,0.85,us,us6000c5n6,2020-10-09T06:27:10.040Z,"18 km ENE of San Fernando, Peru",earthquake,9,11.2,0.12,20,reviewed,us,us
2020-10-05T09:04:31.235Z,52.2107,158.8914,99.97,4.5,mb,,150,0.827,1.08,us,us6000c5mu,2020-10-05T10:07:47.040Z,"86 km SSE of Vilyuchinsk, Russia",earthquake,9.6,6.6,0.087,39,reviewed,us,us
2020-10-05T08:48:11.676Z,-54.5022,-132.9985,10,5.2,mb,,65,31.222,0.76,us,us6000c5ms,2020-10-05T09:06:51.040Z,"Pacific-Antarctic Ridge",earthquake,6.5,1.9,0.048,144,reviewed,us,us
2020-10-05T07:30:50.634Z,2.3354,124.7296,213.42,4.8,mb,,55,3.059,0.84,us,us6000c5m9,2020-10-05T07:53:36.040Z,"95 km N of Manado, Indonesia",earthquake,7.7,7.1,0.066,71,reviewed,us,us
2020-10-05T07:15:57.520Z,18.4695,-68.9628,101,4.16,md,26,216,0.5831,0.09,pr,pr2020279006,2020-10-05T09:55:49.040Z,"4 km NNE of La Romana, Dominican Republic",earthquake,1.88,0.69,0.19,19,reviewed,pr,pr
2020-10-05T07:12:02.985Z,-21.8618,169.744,10,5.2,mww,,85,1.638,0.62,us,us6000c5m0,2020-10-05T13:44:26.040Z,"195 km E of Tadine, New Caledonia",earthquake,7,1.9,0.098,10,reviewed,us,us
2020-10-05T04:39:19.764Z,-41.2709,-91.585,10,4.5,mb,,150,14.445,0.87,us,us6000c5lj,2020-10-14T04:08:28.040Z,"southeast of Easter Island",earthquake,11.4,1.9,0.121,20,reviewed,us,us
2020-10-05T03:07:47.054Z,-9.6053,119.3752,53.78,5,mww,,79,2.986,1.01,us,us6000c5l3,2020-10-14T04:02:14.040Z,"97 km W of Waingapu, Indonesia",earthquake,6.3,5.1,0.08,15,reviewed,us,us
2020-10-05T02:32:24.532Z,36.3103,140.8244,83.69,4.9,mb,,112,2.122,0.76,us,us6000c5l1,2020-10-14T03:56:09.315Z,"21 km E of Ōarai, Japan",earthquake,7.5,6.6,0.076,54,reviewed,us,us
2020-10-05T01:29:00.904Z,-22.3603,-177.1708,223.75,4.3,mb,,231,6.421,0.61,us,us6000c71n,2020-10-14T03:32:26.040Z,"242 km WSW of Haveluloto, Tonga",earthquake,20.5,9.2,0.086,38,reviewed,us,us
2020-10-05T01:27:07.427Z,37.6282,-31.8175,10,4.9,mb,,112,1.812,0.76,us,us6000c5kz,2020-10-14T03:23:02.040Z,"202 km SSW of Lajes das Flores, Portugal",earthquake,9.3,1.9,0.087,42,reviewed,us,us
2020-10-05T01:10:13.027Z,-19.4348,-174.0621,10,4.9,mb,,80,3.922,1.18,us,us6000c5kq,2020-10-14T00:34:57.079Z,"52 km NE of Pangai, Tonga",earthquake,11.1,1.8,0.094,36,reviewed,us,us
2020-10-05T00:34:35.272Z,-31.3889,-178.8668,62.57,4.7,mb,,86,2.285,0.7,us,us6000c71l,2020-10-10T05:29:35.040Z,"Kermadec Islands region",earthquake,10.6,6.9,0.133,17,reviewed,us,us
2020-10-04T23:20:55.484Z,-20.017,-173.1692,10,4.9,mb,,46,3.197,1.16,us,us6000c5k6,2020-10-10T22:24:52.040Z,"126 km E of Pangai, Tonga",earthquake,8.5,1.7,0.03,359,reviewed,us,us
2020-10-04T23:19:02.780Z,54.2903,-161.3168,10,4.1,mwr,,90,1.479,0.57,us,us6000c5k4,2020-10-14T17:42:11.175Z,"107 km SE of King Cove, Alaska",earthquake,6.6,1.9,0.075,17,reviewed,us,us
2020-10-04T22:33:24.843Z,46.2313,53.3396,10,4,mb,,127,5.383,0.68,us,us6000c5k0,2020-10-05T23:27:17.040Z,"25 km SSW of Karaton, Kazakhstan",earthquake,6.1,2,0.106,24,reviewed,us,us
2020-10-04T21:32:03.444Z,4.1988,-71.386,15.22,4.5,mb,,65,2.995,0.44,us,us6000c5jq,2020-10-05T05:01:13.040Z,"65 km S of Orocué, Colombia",earthquake,8.3,6,0.102,28,reviewed,us,us
2020-10-04T20:21:13.685Z,-5.982,-76.7276,35.01,4.7,mb,,139,4.355,0.56,us,us6000c5j3,2020-10-06T19:13:53.815Z,"27 km ENE of Moyobamba, Peru",earthquake,9.1,7.8,0.048,130,reviewed,us,us
2020-10-04T19:12:15.265Z,10.9775,-61.5217,51.53,4.8,mb,,84,1.155,1.02,us,us6000c5ip,2020-10-06T15:50:08.718Z,"30 km N of Petit Valley, Trinidad and Tobago",earthquake,6.4,6.8,0.034,275,reviewed,us,us
2020-10-04T18:16:53.854Z,13.6078,120.7662,121.85,5.6,mww,,27,3.933,0.82,us,us6000c5i4,2020-10-05T18:20:54.944Z,"12 km WSW of Tingloy, Philippines",earthquake,7.7,3.9,0.038,67,reviewed,us,us
2020-10-04T17:36:57.902Z,-11.5647,166.3081,59.59,4.9,mb,,109,3.956,0.76,us,us6000c5hv,2020-10-04T19:59:15.040Z,"108 km SSE of Lata, Solomon Islands",earthquake,10.6,7.7,0.079,50,reviewed,us,us
2020-10-04T17:13:14.922Z,27.6296,-111.1488,10,4.5,mb,,179,1.018,0.7,us,us6000c5hp,2020-10-05T16:00:04.735Z,"37 km SSW of San Carlos, Mexico",earthquake,5.4,2,0.54,1,reviewed,us,us
2020-10-04T16:00:02.846Z,20.6448,94.4032,78.19,4.3,mb,,166,2.123,1.05,us,us6000c5hh,2020-10-13T18:46:39.040Z,"51 km WSW of Chauk, Myanmar",earthquake,7.7,8.2,0.142,14,reviewed,us,us
2020-10-04T15:52:24.052Z,-1.881,139.1559,23.01,4.2,mb,,67,6.977,0.43,us,us6000c6tb,2020-10-13T18:44:09.040Z,"182 km WNW of Abepura, Indonesia",earthquake,7.4,6.5,0.11,23,reviewed,us,us
2020-10-04T14:28:55.131Z,-5.5408,152.0083,51.78,4.4,mb,,58,1.226,0.77,us,us6000c6tf,2020-10-13T17:05:40.040Z,"135 km SSW of Kokopo, Papua New Guinea",earthquake,4.3,6.7,0.092,34,reviewed,us,us
2020-10-04T14:26:06.504Z,-23.7089,-179.656,537.25,4.4,mb,,126,5.726,0.65,us,us6000c6ta,2020-10-13T16:44:57.040Z,"south of the Fiji Islands",earthquake,10.5,9.5,0.126,18,reviewed,us,us
2020-10-04T13:50:53.387Z,2.4958,95.7084,10,4.4,mb,,179,2.209,0.43,us,us6000c6t9,2020-10-13T16:12:12.040Z,"74 km W of Sinabang, Indonesia",earthquake,8.6,1.9,0.144,14,reviewed,us,us
2020-10-04T13:24:31.207Z,-7.8051,128.6593,73.43,4.5,mb,,64,2.62,0.95,us,us6000c6t8,2020-10-13T16:00:45.040Z,"199 km ENE of Lospalos, Timor Leste",earthquake,7.2,7.4,0.205,7,reviewed,us,us
2020-10-04T12:55:13.941Z,-33.6998,-178.8856,10,4.4,mb,,169,4.481,0.26,us,us6000c6t7,2020-10-14T12:08:26.040Z,"south of the Kermadec Islands",earthquake,12.2,2,0.179,9,reviewed,us,us
2020-10-04T11:22:26.138Z,45.5752,142.0683,306.5,4,mb,,110,1.464,0.73,us,us6000c6t5,2020-10-14T12:12:18.040Z,"29 km NE of Makubetsu, Japan",earthquake,10.3,4.3,0.116,20,reviewed,us,us
2020-10-04T09:50:53.324Z,-29.4931,-178.6331,229.57,4.4,mb,,84,0.662,0.49,us,us6000c6t1,2020-10-14T07:38:04.040Z,"Kermadec Islands, New Zealand",earthquake,19.5,7.8,0.143,14,reviewed,us,us
2020-10-04T09:40:49.941Z,-11.8031,166.1573,76.81,4.3,mb,,152,3.762,0.94,us,us6000c6t2,2020-10-14T07:31:47.040Z,"125 km SSE of Lata, Solomon Islands",earthquake,13.6,10.5,0.168,10,reviewed,us,us
2020-10-04T09:35:48.542Z,-11.5993,166.4871,64.75,4.7,mb,,109,3.887,0.84,us,us6000c5eq,2020-10-14T07:23:09.040Z,"122 km SE of Lata, Solomon Islands",earthquake,9.7,6.1,0.118,22,reviewed,us,us
2020-10-04T09:23:24.217Z,-17.6947,-178.757,565.52,4.6,mb,,78,3.041,0.78,us,us6000c5ej,2020-10-14T07:20:02.040Z,"208 km ENE of Levuka, Fiji",earthquake,11.9,8.2,0.069,63,reviewed,us,us
2020-10-04T09:17:28.665Z,49.0695,155.2244,53.22,5.1,mww,,128,4.334,0.79,us,us6000c5ef,2020-10-14T07:18:07.040Z,"190 km SSW of Severo-Kuril’sk, Russia",earthquake,8.9,6.3,0.086,13,reviewed,us,us
2020-10-04T07:11:45.355Z,51.252,-179.268,42.09,4.8,mb,,140,0.907,0.97,us,us6000c5e0,2020-10-14T17:42:09.489Z,"195 km WSW of Adak, Alaska",earthquake,7,6.9,0.026,477,reviewed,us,us
2020-10-04T03:36:21.199Z,17.423,-100.6877,35,4.1,mb,,247,2.029,1.29,us,us6000c5cm,2020-10-04T04:28:29.433Z,"22 km NNW of El Súchil, Mexico",earthquake,7.4,1.9,0.114,21,reviewed,us,us
2020-10-04T03:35:23.787Z,-12.4267,166.4353,96.35,5.1,mww,,36,3.093,1.1,us,us6000c5cl,2020-10-09T21:37:53.073Z,"200 km SSE of Lata, Solomon Islands",earthquake,9.2,5.2,0.069,20,reviewed,us,us
2020-10-04T03:31:13.368Z,14.4491,145.6282,113.36,4.4,mb,,165,0.802,0.58,us,us6000c6tt,2020-10-08T21:17:59.040Z,"57 km S of San Jose Village, Northern Mariana Islands",earthquake,10.5,7.1,0.19,8,reviewed,us,us
2020-10-04T02:51:33.795Z,29.865,130.6298,33.65,4.8,mb,,126,1.646,0.77,us,us6000c5c4,2020-10-04T03:09:15.040Z,"41 km SSE of Koshima, Japan",earthquake,7.7,6.2,0.075,55,reviewed,us,us
2020-10-04T02:36:03.020Z,-14.591,167.3672,149.49,4.4,mb,,119,0.865,0.76,us,us6000c6ss,2020-10-08T21:34:54.040Z,"59 km NNE of Port-Olry, Vanuatu",earthquake,10.1,5.5,0.105,26,reviewed,us,us
2020-10-04T02:18:53.313Z,-15.0935,-172.2832,10,4.8,mb,,72,1.273,1.19,us,us6000c5c2,2020-10-04T02:55:23.040Z,"131 km SSW of Lotofagā, Samoa",earthquake,8.6,1.9,0.139,16,reviewed,us,us
